iter	RMSE
176	17.97455233
177	17.87866339
178	17.77231774
179	17.69883044
180	17.63031874
181	17.52821245
182	17.40526368
183	17.30959989
184	17.21605645
185	17.15449541
186	17.05236593
187	16.97593475
188	16.8938311
189	16.79918731
190	16.68105638
191	16.56824003
192	16.4804059
193	16.38768007
194	16.30165098
195	16.21801248
196	16.13975392
197	16.06690268
198	15.96162774
199	15.89177709
200	15.8017957
201	15.70765161
202	15.62235251
203	15.52153314
204	15.43384015
205	15.35042553
206	15.26983128
207	15.17804764
208	15.12627099
209	15.04196174
210	14.95533497
211	14.86654254
212	14.79871909
213	14.72033327
214	14.65557118
215	14.5587435
216	14.47470528
217	14.42327448
218	14.33578734
219	14.26634017
220	14.19752404
221	14.12839534
222	14.04562649
223	13.97739621
224	13.91618968
225	13.84173396
226	13.77677791
227	13.73307173
228	13.66042507
229	13.60756716
230	13.55420673
231	13.49583183
232	13.40121742
233	13.34594481
234	13.27952766
235	13.22223683
236	13.16027131
237	13.10967075
238	13.05134402
239	13.00586662
240	12.9468364
241	12.89585621
242	12.81907162
243	12.76788343
244	12.70975231
245	12.66251933
246	12.61779807
247	12.5328137
248	12.48524575
249	12.45181447
250	12.4024663
251	12.34395699
252	12.29815021
253	12.23231848
254	12.17642544
255	12.110137
256	12.04941471
257	12.0034786
258	11.94230428
259	11.89001895
260	11.8506043
261	11.79105935
262	11.68379048
263	11.62871489
264	11.53830146
265	11.47454737
266	11.39778695
267	11.37617611
268	11.32534331
269	11.28739817
270	11.23912308
271	11.21605601
272	11.17439506
273	11.1105211
274	11.0585143
275	10.99920456
276	10.95907681
277	10.91637213
278	10.87220173
279	10.79075806
280	10.73742644
281	10.71314702
282	10.66576494
283	10.64481247
284	10.5820566
285	10.52508578
286	10.48537705
287	10.42301461
288	10.3783676
289	10.33053237
290	10.3042841
291	10.26508688
292	10.20077788
293	10.14012122
294	10.10452141
295	10.06827208
296	10.03859449
297	9.985110208
298	9.940161781
299	9.895422104
300	9.853294208
301	9.778482394
302	9.756637003
303	9.708171678
304	9.670559884
305	9.623282872
306	9.571556895
307	9.533868197
308	9.474037329
309	9.444432331
310	9.391010905
311	9.376071367
312	9.330286991
313	9.273781425
314	9.205816645
315	9.171431691
316	9.122654966
317	9.070484611
318	9.034391975
319	8.982337364
320	8.9509052
321	8.915782436
322	8.886421413
323	8.858365783
324	8.809223581
325	8.763660477
326	8.727426042
327	8.677939337
328	8.639420237
329	8.599486077
330	8.557073449
331	8.526778584
332	8.49124693
333	8.479782232
334	8.431240774
335	8.380454041
336	8.343166911
337	8.279160126
338	8.223091988
339	8.185304295
340	8.163091239
341	8.140918916
342	8.097417104
343	8.063461894
344	8.034659595
345	8.006232538
346	7.997488276
347	7.97518508
348	7.92704975
349	7.863482572
350	7.843015482
351	7.797934292
352	7.784221819
353	7.727417055
354	7.695759632
355	7.646946818
356	7.638542993
357	7.581295596
358	7.553568724
359	7.500205898
360	7.454312067
361	7.397157377
362	7.355920993
363	7.341022797
364	7.307044808
365	7.261397462
366	7.254045779
367	7.225686391
368	7.184163215
369	7.155677886
370	7.111023628
371	7.068844958
372	7.037546129
373	7.003523605
374	6.957789006
375	6.928004076
376	6.884106776
377	6.863753251
378	6.819209949
379	6.808559603
380	6.801490112
381	6.764813765
382	6.719125329
383	6.694538711
384	6.653737184
385	6.620918887
386	6.571533604
387	6.534813957
388	6.490354141
389	6.448535987
390	6.43986531
391	6.407651334
392	6.390886324
393	6.360312595
394	6.354135189
395	6.34653448
396	6.318966064
397	6.274242255
398	6.24192759
399	6.209186009
400	6.177311197
401	6.139370929
402	6.098906018
403	6.04895452
404	6.012006553
405	5.974668448
406	5.947664364
407	5.936970738
408	5.910659632
409	5.905985722
410	5.872042437
411	5.835341287
412	5.79365868
413	5.750810869
414	5.726419677
415	5.693350398
416	5.664976817
417	5.644018289
418	5.609951546
419	5.605359918
420	5.573725297
421	5.539825922
422	5.505223919
423	5.471559177
424	5.449407892
425	5.446878521
426	5.420056892
427	5.381388892
428	5.372969853
429	5.349613126
430	5.320813064
431	5.2948976
432	5.260008841
433	5.226360936
434	5.189559189
435	5.166243589
436	5.135632593
437	5.103697287
438	5.076796111
439	5.047990088
440	5.021383028
441	4.988674972
442	4.96741667
443	4.941180858
444	4.913327348
445	4.886119276
446	4.869865885
447	4.843419902
448	4.813200629
449	4.788760389
450	4.766111428
451	4.747695014
452	4.727722225
453	4.701551865
454	4.6741229
455	4.657471587
456	4.628300164
457	4.603350741
458	4.583219298
459	4.554871386
460	4.53453788
461	4.514962649
462	4.491251811
463	4.467446708
464	4.441266884
465	4.425819111
466	4.397324799
467	4.373279239
468	4.36036522
469	4.334881422
470	4.321560829
471	4.31098849
472	4.292741906
473	4.271358745
474	4.26268788
475	4.24347117
476	4.215235742
477	4.194262455
478	4.167563541
479	4.13065145
480	4.105808968
481	4.089897219
482	4.085574628
483	4.064981115
484	4.043748578
485	4.025843383
486	4.001362219
487	3.989666468
488	3.970861395
489	3.960321374
490	3.941933659
491	3.923175195
492	3.906081219
493	3.873149907
494	3.84787588
495	3.833253041
496	3.811295921
497	3.797055602
498	3.772531753
499	3.747524219
500	3.731630533
501	3.710773983
502	3.683958992
503	3.667570982
504	3.650833033
505	3.631029503
506	3.613184518
507	3.593313435
508	3.577173232
509	3.557825038
510	3.540237077
511	3.52034951
512	3.501110481
513	3.480993513
514	3.467306249
515	3.448929424
516	3.431987716
517	3.417278917
518	3.402067581
519	3.387050173
520	3.370453927
521	3.36884193
522	3.351198164
523	3.331169563
524	3.313894589
525	3.3029204
526	3.280314529
527	3.271899582
528	3.257180387
529	3.238913997
530	3.227797945
531	3.206677909
532	3.19222394
533	3.173808351
534	3.164334616
535	3.147762662
536	3.137791878
537	3.128294238
538	3.111088398
539	3.092726385
540	3.074267635
541	3.064228694
542	3.050659931
543	3.035628581
544	3.0190437
545	3.000882292
546	2.982563122
547	2.970245272
548	2.952714037
549	2.928707726
550	2.919422765
551	2.902403565
552	2.896860334
553	2.879572489
554	2.865799544
555	2.850380928
556	2.836196031
557	2.818357956
558	2.800320982
559	2.794269989
560	2.778958399
561	2.757947172
562	2.746513582
563	2.730948123
564	2.715750938
565	2.701016185
566	2.683673167
567	2.67482018
568	2.664078212
569	2.64693859
570	2.631548287
571	2.616526091
572	2.602942211
573	2.585545519
574	2.577228048
575	2.564830458
576	2.5539617
577	2.548957702
578	2.532592163
579	2.518064016
580	2.505995267
581	2.489100913
582	2.477368674
583	2.466866241
584	2.459965058
585	2.444820366
586	2.436885813
587	2.428490833
588	2.41997096
589	2.413189157
590	2.40522063
591	2.400441199
592	2.389181929
593	2.379437844
594	2.368993916
595	2.361393119
596	2.352086692
597	2.349810217
598	2.336701669
599	2.324725177
600	2.318978613
601	2.304688289
602	2.293963234
603	2.281849252
604	2.274288954
605	2.267630204
606	2.257674358
607	2.247656182
608	2.229855876
609	2.219684331
610	2.209650337
611	2.192427783
612	2.182830215
613	2.172712658
614	2.160536091
615	2.15407543
616	2.143367604
617	2.131198394
618	2.122616245
619	2.112905666
620	2.104267716
621	2.102197095
622	2.090075227
623	2.087492088
624	2.077275868
625	2.06837213
626	2.057587098
627	2.04702345
628	2.037843308
629	2.029826815
630	2.021433468
631	2.007801848
632	1.998164162
633	1.986863502
634	1.977591367
635	1.962218971
636	1.950454152
637	1.948296775
638	1.936496476
639	1.926147312
640	1.912086176
641	1.901797628
642	1.892649204
643	1.878614409
644	1.866426428
645	1.857304727
646	1.850917968
647	1.843690485
648	1.835453906
649	1.823257637
650	1.814601295
651	1.805353572
652	1.798531221
653	1.78854164
654	1.780442678
655	1.769714874
656	1.759399639
657	1.755948193
658	1.744957511
659	1.736493414
660	1.729283732
661	1.725926413
662	1.724474508
663	1.717194434
664	1.709863022
665	1.705831632
666	1.697224343
667	1.686086847
668	1.683379954
669	1.672345096
670	1.664747696
671	1.654786529
672	1.646379251
673	1.635182585
674	1.627689403
675	1.621886241
676	1.611194047
677	1.610064242
678	1.604926547
679	1.602396785
680	1.597839907
681	1.588557645
682	1.584322763
683	1.578279578
684	1.575720543
685	1.571431492
686	1.565701883
687	1.556836159
688	1.549290222
689	1.542936296
690	1.533576015
691	1.527940819
692	1.521839951
693	1.513416764
694	1.505938868
695	1.498929073
696	1.491081231
697	1.484482958
698	1.477999979
699	1.47267514
700	1.461603615
701	1.452714399
702	1.446699287
703	1.441583062
704	1.43794143
705	1.431680707
706	1.425443852
707	1.414845998
708	1.407863316
709	1.402528297
710	1.397640556
711	1.393326235
712	1.387380445
713	1.380227695
714	1.370879753
715	1.363371791
716	1.356559733
717	1.347429328
718	1.340760528
719	1.333081169
720	1.328976089
721	1.321996412
722	1.31582504
723	1.310688107
724	1.304831069
725	1.295831379
726	1.287649333
727	1.283706358
728	1.280137302
729	1.274563909
730	1.26794999
731	1.260782609
732	1.259905128
733	1.252926996
734	1.245994377
735	1.241015715
736	1.237109663
737	1.231521035
738	1.223861697
739	1.216552235
740	1.209477418
741	1.201417202
742	1.195904489
743	1.189002956
744	1.184763751
745	1.179070878
746	1.173286852
747	1.165478749
748	1.160443561
749	1.155305765
750	1.149038458
751	1.144809349
752	1.142644722
753	1.13721576
754	1.133650359
755	1.128369358
756	1.122175205
757	1.12085338
758	1.114607781
759	1.113185648
760	1.107593688
761	1.100207051
762	1.094082003
763	1.089886532
764	1.084127223
765	1.081064006
766	1.078151834
767	1.072629461
768	1.066815714
769	1.059935333
770	1.056740244
771	1.053115543
772	1.047131912
773	1.043859756
774	1.038903133
775	1.032343214
776	1.029144416
777	1.023685315
778	1.02124721
779	1.016639047
780	1.010334037
781	1.005384015
782	1.000019371
783	0.9956872017
784	0.9918963111
785	0.9877714311
786	0.9855865436
787	0.97790494
788	0.9732070593
789	0.9687077979
790	0.9642338617
791	0.9589817238
792	0.9573834234
793	0.952440173
794	0.9453759996
795	0.9423788527
796	0.9366941314
797	0.9318685864
798	0.927247295
799	0.9226195876
800	0.9169022063
801	0.9130720467
802	0.9086366239
803	0.9053876864
804	0.9009208812
805	0.895511373
806	0.8891635571
807	0.8870688362
808	0.8833254824
809	0.8804745053
810	0.8749551232
811	0.8725120245
812	0.8680133184
813	0.8622616861
814	0.8569858552
815	0.8521835887
816	0.8479783315
817	0.8433849389
818	0.8390457964
819	0.8334740286
820	0.8290892363
821	0.8262841661
822	0.8249448373
823	0.821806107
824	0.8165514182
825	0.8129424475
826	0.8080540105
827	0.80426621
828	0.8028184315
829	0.7998151077
830	0.797926968
831	0.7938051686
832	0.7894023223
833	0.7858963374
834	0.7813469193
835	0.7784598202
836	0.7759986736
837	0.7745139572
838	0.7710860625
839	0.7661322375
840	0.7608995892
841	0.7581021096
842	0.756719337
843	0.7541586998
844	0.7511890799
845	0.747548219
846	0.7434291145
847	0.7414826897
848	0.7383356842
849	0.7354143222
850	0.732184574
851	0.7291951671
852	0.7259808548
853	0.7235590039
854	0.7188264161
855	0.7143728037
856	0.7097722386
857	0.7048024502
858	0.7010808013
859	0.6959726936
860	0.6931344587
861	0.6901241874
862	0.6868617898
863	0.6830824889
864	0.6799341985
865	0.6763271439
866	0.6732648672
867	0.6702273458
868	0.6679875781
869	0.6647136151
870	0.6620362346
871	0.6592379443
872	0.6554639625
873	0.6546499454
874	0.6515685787
875	0.6498682127
876	0.6464140835
877	0.6428131019
878	0.6402097738
879	0.6375367129
880	0.6333745433
881	0.6295390449
882	0.6263303919
883	0.6235297562
884	0.6211564347
885	0.6191568754
886	0.6174718363
887	0.6155856611
888	0.6140173538
889	0.6109521416
890	0.608677708
891	0.6066047391
892	0.6028899884
893	0.5988910107
894	0.5961339786
895	0.5949746933
896	0.5935631661
897	0.5900501877
898	0.586400737
899	0.5843278542
900	0.5822505625
901	0.5798395493
902	0.5776634179
903	0.5746651525
904	0.5712887723
905	0.568576012
906	0.5663959995
907	0.5636667598
908	0.5604819894
909	0.5569480653
910	0.5555297422
911	0.5530539287
912	0.5506164687
913	0.548546076
914	0.54474513
915	0.5419152569
916	0.5381350736
917	0.5357684521
918	0.5323684398
919	0.5294653653
920	0.526466136
921	0.5226492145
922	0.5198811981
923	0.5172240619
924	0.5149966988
925	0.5132312062
926	0.5108080709
927	0.5074544278
928	0.5057342774
929	0.5035388788
930	0.5020997605
931	0.5005072999
932	0.4977067626
933	0.4953692926
934	0.4927681304
935	0.4903366769
936	0.4891577091
937	0.4864080695
938	0.4837569464
939	0.4816141444
940	0.4786343597
941	0.4764621387
942	0.4747907208
943	0.4718286854
944	0.470183209
945	0.4689426079
946	0.466129041
947	0.4647415384
948	0.4633346571
949	0.4612468841
950	0.4595333751
951	0.4574984489
952	0.4563876608
953	0.4540825748
954	0.4523147734
955	0.4502437592
956	0.4481536377
957	0.4456253557
958	0.4435039335
959	0.4422543958
960	0.4393214864
961	0.4376631614
962	0.435178812
963	0.4345806247
964	0.4322457569
965	0.4296193017
966	0.4274929603
967	0.4251137532
968	0.4249310576
969	0.4231023639
970	0.4213445153
971	0.4191259371
972	0.4171496244
973	0.4157368233
974	0.4142597415
975	0.4127016266
976	0.4102855629
977	0.4085011754
978	0.4067683375
979	0.4049605574
980	0.4033829369
981	0.4019373992
982	0.4002254369
983	0.3986051441
984	0.3973763625
985	0.3960991555
986	0.3938547544
987	0.3921771004
988	0.3901755855
989	0.3888524222
990	0.3866430047
991	0.3852916748
992	0.3827783631
993	0.3809146719
994	0.3793312574
995	0.3781111832
996	0.3764699021
997	0.3752882308
998	0.3741834277
999	0.3723880878
